seed,time,node,loss,sgd_steps,total_sgd_steps,details
7,0,SA02,0.7223674356937408,2,2,
7,0,SA03,0.6968781054019928,2,2,
7,0,SA09,0.7302766442298889,2,2,
7,0,SA12,0.7277439534664154,2,2,
7,0,SA13,0.7517262101173401,2,2,
7,0,SA14,0.717856764793396,2,2,
7,0,SA15,0.7085953652858734,2,2,
7,0,SA22,0.700700044631958,2,2,
7,0,SE11,0.7883845567703247,2,2,
7,0,SE14,0.7806620597839355,2,2,
7,300,SA02,0.708370178937912,2,4,
7,300,SA03,0.6565727889537811,2,18,
7,300,SA09,0.699042409658432,2,4,
7,300,SA12,0.7070929408073425,2,4,
7,300,SA13,0.6679237186908722,2,18,
7,300,SA14,0.6896592676639557,2,9,
7,300,SA15,0.6996929049491882,2,4,
7,300,SA22,0.6979978978633881,2,9,
7,300,SE11,0.7353229522705078,2,4,
7,300,SE14,0.7312686741352081,2,4,
7,600,SA02,0.7176788449287415,2,6,
7,600,SA03,0.6446936726570129,2,22,
7,600,SA09,0.654498964548111,2,17,
7,600,SA12,0.704580545425415,2,6,
7,600,SA13,0.6645662486553192,2,20,
7,600,SA14,0.6820878684520721,2,11,
7,600,SA15,0.7190092206001282,2,6,
7,600,SA22,0.6948974132537842,2,11,
7,600,SE11,0.6443714797496796,2,8,
7,600,SE14,0.509896993637085,2,17,
7,900,SA02,0.7029820382595062,2,8,
7,900,SA03,0.6070525050163269,2,32,
7,900,SA09,0.6390376389026642,2,34,
7,900,SA12,0.6592652797698975,2,16,
7,900,SA13,0.6532747745513916,2,22,
7,900,SA14,0.6735401153564453,2,13,
7,900,SA15,0.7009988725185394,2,8,
7,900,SA22,0.6832695603370667,2,13,
7,900,SE11,0.5816876292228699,2,11,
7,900,SE14,0.33313727378845215,2,34,
7,1200,SA02,0.6955772936344147,2,10,
7,1200,SA03,0.5925976634025574,2,34,
7,1200,SA09,0.6338406205177307,2,46,
7,1200,SA12,0.647582620382309,2,18,
7,1200,SA13,0.6330258250236511,2,32,
7,1200,SA14,0.6624358594417572,2,15,
7,1200,SA15,0.6711919903755188,2,18,
7,1200,SA22,0.6686841249465942,2,15,
7,1200,SE11,0.5435267090797424,2,13,
7,1200,SE14,0.2257997989654541,2,51,
7,1500,SA02,0.6940551996231079,2,13,
7,1500,SA03,0.581994891166687,2,36,
7,1500,SA09,0.6138096749782562,2,48,
7,1500,SA12,0.6443973779678345,2,20,
7,1500,SA13,0.5826322436332703,2,46,
7,1500,SA14,0.6749307215213776,2,17,
7,1500,SA15,0.6671325862407684,2,32,
7,1500,SA22,0.6485034227371216,2,18,
7,1500,SE11,0.5051572620868683,2,15,
7,1500,SE14,0.20052804797887802,2,56,
7,1800,SA02,0.6806408762931824,2,15,
7,1800,SA03,0.6258553862571716,2,38,
7,1800,SA09,0.5890026390552521,2,50,
7,1800,SA12,0.6374275386333466,2,22,
7,1800,SA13,0.5942515730857849,2,48,
7,1800,SA14,0.6535941362380981,2,19,
7,1800,SA15,0.6661874651908875,2,34,
7,1800,SA22,0.6646389961242676,2,20,
7,1800,SE11,0.47700105607509613,2,17,
7,1800,SE14,0.18454240262508392,2,58,
7,2100,SA02,0.6818780303001404,2,17,
7,2100,SA03,0.5961150527000427,2,40,
7,2100,SA09,0.5718666017055511,2,52,
7,2100,SA12,0.5999719202518463,2,24,
7,2100,SA13,0.6456188857555389,2,50,
7,2100,SA14,0.6453274488449097,2,21,
7,2100,SA15,0.6538775265216827,2,36,
7,2100,SA22,0.6393839418888092,2,22,
7,2100,SE11,0.4455242156982422,2,19,
7,2100,SE14,0.17399070411920547,2,60,
7,2400,SA02,0.6764622628688812,2,19,
7,2400,SA03,0.6298045217990875,2,42,
7,2400,SA09,0.6091234982013702,2,54,
7,2400,SA12,0.5957888066768646,2,38,
7,2400,SA13,0.5853453278541565,2,52,
7,2400,SA14,0.6207940578460693,2,35,
7,2400,SA15,0.6290245950222015,2,38,
7,2400,SA22,0.6345997452735901,2,24,
7,2400,SE11,0.42231686413288116,2,21,
7,2400,SE14,0.1710246056318283,2,62,
7,2700,SA02,0.6651409566402435,2,21,
7,2700,SA03,0.6070508658885956,2,44,
7,2700,SA09,0.6062766909599304,2,56,
7,2700,SA12,0.5680247247219086,2,43,
7,2700,SA13,0.6032872796058655,2,54,
7,2700,SA14,0.6042895317077637,2,40,
7,2700,SA15,0.6292824745178223,2,40,
7,2700,SA22,0.6468607485294342,2,32,
7,2700,SE11,0.39239904284477234,2,23,
7,2700,SE14,0.13654986396431923,2,70,
7,3000,SA02,0.6734561026096344,2,24,
7,3000,SA03,0.546724796295166,2,51,
7,3000,SA09,0.5929130017757416,2,58,
7,3000,SA12,0.543474942445755,2,46,
7,3000,SA13,0.570792019367218,2,61,
7,3000,SA14,0.5900484323501587,2,42,
7,3000,SA15,0.6287075877189636,2,42,
7,3000,SA22,0.5923560261726379,2,40,
7,3000,SE11,0.3643505275249481,2,25,
7,3000,SE14,0.11158071830868721,2,78,
7,3300,SA02,0.6491273045539856,2,26,
7,3300,SA03,0.5606051683425903,2,66,
7,3300,SA09,0.5966123938560486,2,60,
7,3300,SA12,0.5698980391025543,2,50,
7,3300,SA13,0.4984029233455658,2,74,
7,3300,SA14,0.5940013825893402,2,44,
7,3300,SA15,0.6509851813316345,2,44,
7,3300,SA22,0.593225508928299,2,42,
7,3300,SE11,0.341024711728096,2,27,
7,3300,SE14,0.10790780186653137,2,80,
7,3600,SA02,0.6542100310325623,2,28,
7,3600,SA03,0.5557048320770264,2,73,
7,3600,SA09,0.5808767080307007,2,62,
7,3600,SA12,0.5596117377281189,2,57,
7,3600,SA13,0.5361353158950806,2,76,
7,3600,SA14,0.5920220911502838,2,46,
7,3600,SA15,0.615067720413208,2,46,
7,3600,SA22,0.6048080623149872,2,44,
7,3600,SE11,0.3125774562358856,2,29,
7,3600,SE14,0.1162911169230938,2,82,
7,3900,SA02,0.6425682604312897,2,30,
7,3900,SA03,0.5026472806930542,2,82,
7,3900,SA09,0.5918810665607452,2,64,
7,3900,SA12,0.4905007779598236,2,59,
7,3900,SA13,0.4736296683549881,2,78,
7,3900,SA14,0.5781654417514801,2,49,
7,3900,SA15,0.6024656295776367,2,49,
7,3900,SA22,0.6213212311267853,2,53,
7,3900,SE11,0.2911914587020874,2,31,
7,3900,SE14,0.10135048627853394,2,84,
7,4200,SA02,0.6524557173252106,2,32,
7,4200,SA03,0.5406972616910934,2,87,
7,4200,SA09,0.6029042601585388,2,66,
7,4200,SA12,0.5301078259944916,2,61,
7,4200,SA13,0.4887893348932266,2,80,
7,4200,SA14,0.584954708814621,2,51,
7,4200,SA15,0.6023991107940674,2,51,
7,4200,SA22,0.609419196844101,2,58,
7,4200,SE11,0.27190330624580383,2,33,
7,4200,SE14,0.08888368308544159,2,86,
7,4500,SA02,0.6315653920173645,2,34,
7,4500,SA03,0.5114479660987854,2,89,
7,4500,SA09,0.5425313115119934,2,68,
7,4500,SA12,0.5043510496616364,2,67,
7,4500,SA13,0.4809994399547577,2,82,
7,4500,SA14,0.5537514686584473,2,53,
7,4500,SA15,0.5881055295467377,2,65,
7,4500,SA22,0.5829507410526276,2,60,
7,4500,SE11,0.19500747323036194,2,45,
7,4500,SE14,0.0839192382991314,2,88,
7,4800,SA02,0.6444285809993744,2,36,
7,4800,SA03,0.45412856340408325,2,91,
7,4800,SA09,0.5835089981555939,2,70,
7,4800,SA12,0.4977419376373291,2,77,
7,4800,SA13,0.3956841677427292,2,89,
7,4800,SA14,0.666542112827301,2,55,
7,4800,SA15,0.6400816142559052,2,70,
7,4800,SA22,0.6273796856403351,2,62,
7,4800,SE11,0.19028791785240173,2,47,
7,4800,SE14,0.08638621121644974,2,90,
7,5100,SA02,0.6782053112983704,2,38,
7,5100,SA03,0.5081268399953842,2,93,
7,5100,SA09,0.5550917685031891,2,72,
7,5100,SA12,0.4430304616689682,2,79,
7,5100,SA13,0.5749244093894958,2,93,
7,5100,SA14,0.557218074798584,2,57,
7,5100,SA15,0.5973942279815674,2,74,
7,5100,SA22,0.5060696005821228,2,64,
7,5100,SE11,0.17964357137680054,2,49,
7,5100,SE14,0.07968153804540634,2,92,
7,5400,SA02,0.6589337885379791,2,40,
7,5400,SA03,0.511864185333252,2,95,
7,5400,SA09,0.4930766373872757,2,74,
7,5400,SA12,0.4984610825777054,2,81,
7,5400,SA13,0.4775863438844681,2,95,
7,5400,SA14,0.5365259647369385,2,59,
7,5400,SA15,0.6419658362865448,2,80,
7,5400,SA22,0.5825988054275513,2,66,
7,5400,SE11,0.1559070497751236,2,55,
7,5400,SE14,0.07589036598801613,2,94,
7,5700,SA02,0.6588454842567444,2,42,
7,5700,SA03,0.4852784276008606,2,97,
7,5700,SA09,0.5533129274845123,2,82,
7,5700,SA12,0.4827880561351776,2,83,
7,5700,SA13,0.46299655735492706,2,97,
