run_id,measured_role,sample_index,time_s,current_a
p01-keysight-responder-r01,responder,109,2.18,0.00102615618
p01-keysight-responder-r01,responder,110,2.2,0.0011259398
p01-keysight-responder-r01,responder,111,2.22,0.00105734309
p01-keysight-responder-r01,responder,112,2.24,0.00101633949
p01-keysight-responder-r01,responder,113,2.26,0.00114201723
p01-keysight-responder-r01,responder,114,2.28,0.00106095344
p01-keysight-responder-r01,responder,115,2.3,0.0010272849
p01-keysight-responder-r01,responder,116,2.32,0.0010938633
p01-keysight-responder-r01,responder,117,2.34,0.00106591127
p01-keysight-responder-r01,responder,118,2.36,0.00101448425
p01-keysight-responder-r01,responder,119,2.38,0.00106487815
p01-keysight-responder-r01,responder,120,2.4,0.00104630069
p01-keysight-responder-r01,responder,121,2.42,0.0010227831
p01-keysight-responder-r01,responder,122,2.44,0.00109732399
p01-keysight-responder-r01,responder,123,2.46,0.00110515304
p01-keysight-responder-r01,responder,124,2.48,0.00102172001
p01-keysight-responder-r01,responder,125,2.5,0.00112391396
p01-keysight-responder-r01,responder,126,2.52,0.00109703371
p01-keysight-responder-r01,responder,127,2.54,0.0010198194
p01-keysight-responder-r01,responder,128,2.56,0.00114107347
p01-keysight-responder-r01,responder,129,2.58,0.00111198867
p01-keysight-responder-r01,responder,130,2.6,0.00102462283
p01-keysight-responder-r01,responder,131,2.62,0.00112405667
p01-keysight-responder-r01,responder,132,2.64,0.00107906794
p01-keysight-responder-r01,responder,133,2.66,0.00104999738
p01-keysight-responder-r01,responder,134,2.68,0.00106484957
p01-keysight-responder-r01,responder,135,2.7,0.00112393376
p01-keysight-responder-r01,responder,136,2.72,0.00102280046
p01-keysight-responder-r01,responder,137,2.74,0.00108964205
p01-keysight-responder-r01,responder,138,2.76,0.00113335889
p01-keysight-responder-r01,responder,139,2.78,0.00102410117
p01-keysight-responder-r01,responder,140,2.8,0.00105820514
p01-keysight-responder-r01,responder,141,2.82,0.00111415259
p01-keysight-responder-r01,responder,142,2.84,0.000946109999
p01-keysight-responder-r01,responder,143,2.86,0.00111720588
p01-keysight-responder-r01,responder,144,2.88,0.00108695382
p01-keysight-responder-r01,responder,145,2.9,0.000973568267
p01-keysight-responder-r01,responder,146,2.92,0.00111675935
p01-keysight-responder-r01,responder,147,2.94,0.00117010456
p01-keysight-responder-r01,responder,148,2.96,0.000981404029
p01-keysight-responder-r01,responder,149,2.98,0.0010838003
p01-keysight-responder-r01,responder,150,3,0.00103872569
p01-keysight-responder-r01,responder,151,3.02,0.0009699262
p01-keysight-responder-r01,responder,152,3.04,0.00105038593
p01-keysight-responder-r01,responder,153,3.06,0.00109552108
p01-keysight-responder-r01,responder,154,3.08,0.000960519004
p01-keysight-responder-r01,responder,155,3.1,0.00111070173
p01-keysight-responder-r01,responder,156,3.12,0.00109730524
p01-keysight-responder-r01,responder,157,3.14,0.00100139182
p01-keysight-responder-r01,responder,158,3.16,0.00111451823
p01-keysight-responder-r01,responder,159,3.18,0.00108855616
p01-keysight-responder-r01,responder,160,3.2,0.000998347214
p01-keysight-responder-r01,responder,161,3.22,0.00110476889
p01-keysight-responder-r01,responder,162,3.24,0.00111077801
p01-keysight-responder-r01,responder,163,3.26,0.00103200418
p01-keysight-responder-r01,responder,164,3.28,0.00109725629
p01-keysight-responder-r01,responder,165,3.3,0.00111725449
p01-keysight-responder-r01,responder,166,3.32,0.00101428749
p01-keysight-responder-r01,responder,167,3.34,0.00111513235
p01-keysight-responder-r01,responder,168,3.36,0.0011432823
p01-keysight-responder-r01,responder,169,3.38,0.00103207606
p01-keysight-responder-r01,responder,170,3.4,0.00111384634
p01-keysight-responder-r01,responder,171,3.42,0.00113790282
p01-keysight-responder-r01,responder,172,3.44,0.00102319989
p01-keysight-responder-r01,responder,173,3.46,0.00114827705
p01-keysight-responder-r01,responder,174,3.48,0.00113232635
p01-keysight-responder-r01,responder,175,3.5,0.0010391316
p01-keysight-responder-r01,responder,176,3.52,0.00111690726
p01-keysight-responder-r01,responder,177,3.54,0.00113371445
p01-keysight-responder-r01,responder,178,3.56,0.00101743707
p01-keysight-responder-r01,responder,179,3.58,0.00112788752
p01-keysight-responder-r01,responder,180,3.6,0.00113453449
p01-keysight-responder-r01,responder,181,3.62,0.00103585713
p01-keysight-responder-r01,responder,182,3.64,0.00108462288
p01-keysight-responder-r01,responder,183,3.66,0.00109935389
p01-keysight-responder-r01,responder,184,3.68,0.00103636964
p01-keysight-responder-r01,responder,185,3.7,0.00111995569
p01-keysight-responder-r01,responder,186,3.72,0.00112933175
p01-keysight-responder-r01,responder,187,3.74,0.00104001796
p01-keysight-responder-r01,responder,188,3.76,0.00113745814
p01-keysight-responder-r01,responder,189,3.78,0.00113436296
p01-keysight-responder-r01,responder,190,3.8,0.00102793167
p01-keysight-responder-r01,responder,191,3.82,0.00113161894
p01-keysight-responder-r01,responder,192,3.84,0.00112636087
p01-keysight-responder-r01,responder,193,3.86,0.00105163352
p01-keysight-responder-r01,responder,194,3.88,0.00108579524
p01-keysight-responder-r01,responder,195,3.9,0.00114016096
p01-keysight-responder-r01,responder,196,3.92,0.00103123994
p01-keysight-responder-r01,responder,197,3.94,0.00108890373
p01-keysight-responder-r01,responder,198,3.96,0.00115746966
p01-keysight-responder-r01,responder,199,3.98,0.00105889392
p01-keysight-responder-r01,responder,200,4,0.00111571361
p01-keysight-responder-r01,responder,201,4.02,0.00111115232
p01-keysight-responder-r01,responder,202,4.04,0.00103426926
p01-keysight-responder-r01,responder,203,4.06,0.00113954579
p01-keysight-responder-r01,responder,204,4.08,0.00110297547
p01-keysight-responder-r01,responder,205,4.1,0.0010393926
p01-keysight-responder-r01,responder,206,4.12,0.00111541315
p01-keysight-responder-r01,responder,207,4.14,0.00113693082
p01-keysight-responder-r01,responder,208,4.16,0.0010004241
p01-keysight-responder-r01,responder,209,4.18,0.0010986195
p01-keysight-responder-r01,responder,210,4.2,0.00113193075
p01-keysight-responder-r01,responder,211,4.22,0.00103792279
p01-keysight-responder-r01,responder,212,4.24,0.00109951187
p01-keysight-responder-r01,responder,213,4.26,0.00111501846
p01-keysight-responder-r01,responder,214,4.28,0.00102993263
p01-keysight-responder-r01,responder,215,4.3,0.00108505426
p01-keysight-responder-r01,responder,216,4.32,0.0011306254
p01-keysight-responder-r01,responder,217,4.34,0.00103489485
p01-keysight-responder-r01,responder,218,4.36,0.00109682688
p01-keysight-responder-r01,responder,219,4.38,0.00114102856
p01-keysight-responder-r01,responder,220,4.4,0.00103862164
p01-keysight-responder-r01,responder,221,4.42,0.00109898907
p01-keysight-responder-r01,responder,222,4.44,0.00112894228
p01-keysight-responder-r01,responder,223,4.46,0.00104312205
p01-keysight-responder-r01,responder,224,4.48,0.00108752073
p01-keysight-responder-r01,responder,225,4.5,0.00114069754
p01-keysight-responder-r01,responder,226,4.52,0.00103413523
p01-keysight-responder-r01,responder,227,4.54,0.0010830077
p01-keysight-responder-r01,responder,228,4.56,0.00113419201
p01-keysight-responder-r01,responder,229,4.58,0.00103982953
p01-keysight-responder-r01,responder,230,4.6,0.00106842404
p01-keysight-responder-r01,responder,231,4.62,0.00114971874
p01-keysight-responder-r01,responder,232,4.64,0.00103042962
p01-keysight-responder-r01,responder,233,4.66,0.00106912011
p01-keysight-responder-r01,responder,234,4.68,0.00110172475
p01-keysight-responder-r01,responder,235,4.7,0.00104399869
p01-keysight-responder-r01,responder,236,4.72,0.00104478458
p01-keysight-responder-r01,responder,237,4.74,0.00109922356
p01-keysight-responder-r01,responder,238,4.76,0.00104172956
p01-keysight-responder-r01,responder,239,4.78,0.00104393491
p01-keysight-responder-r01,responder,240,4.8,0.00110175832
p01-keysight-responder-r01,responder,241,4.82,0.000982129849
p01-keysight-responder-r01,responder,242,4.84,0.00102698721
p01-keysight-responder-r01,responder,243,4.86,0.00108090697
p01-keysight-responder-r01,responder,244,4.88,0.00103404137
p01-keysight-responder-r01,responder,245,4.9,0.0010282767
p01-keysight-responder-r01,responder,246,4.92,0.00113350484
p01-keysight-responder-r01,responder,247,4.94,0.00104014238
p01-keysight-responder-r01,responder,248,4.96,0.00102201584
p01-keysight-responder-r01,responder,249,4.98,0.00119566361
p01-keysight-responder-r01,responder,250,5,0.00103458987
p01-keysight-responder-r01,responder,251,5.02,0.00102785632
p01-keysight-responder-r01,responder,252,5.04,0.0010986408
p01-keysight-responder-r01,responder,253,5.06,0.00101288747
p01-keysight-responder-r01,responder,254,5.08,0.00102068504
p01-keysight-responder-r01,responder,255,5.1,0.00110917764
p01-keysight-responder-r01,responder,256,5.12,0.00102915333
p01-keysight-responder-r01,responder,257,5.14,0.000998242235
p01-keysight-responder-r01,responder,258,5.16,0.0010878977
p01-keysight-responder-r01,responder,259,5.18,0.000990247212
p01-keysight-responder-r01,responder,260,5.2,0.000969812888
p01-keysight-responder-r01,responder,261,5.22,0.00104928152
p01-keysight-responder-r01,responder,262,5.24,0.000975820036
p01-keysight-responder-r01,responder,263,5.26,0.000965120922
p01-keysight-responder-r01,responder,264,5.28,0.00106935229
p01-keysight-responder-r01,responder,265,5.3,0.0009715959
p01-keysight-responder-r01,responder,266,5.32,0.000952100595
p01-keysight-responder-r01,responder,267,5.34,0.001070814
p01-keysight-responder-r01,responder,268,5.36,0.000936991464
p01-keysight-responder-r01,responder,269,5.38,0.000934402769
p01-keysight-responder-r01,responder,270,5.4,0.00108809817
p01-keysight-responder-r01,responder,271,5.42,0.000987507473
p01-keysight-responder-r01,responder,272,5.44,0.000990098599
p01-keysight-responder-r01,responder,273,5.46,0.00109818026
p01-keysight-responder-r01,responder,274,5.48,0.00101726277
p01-keysight-responder-r01,responder,275,5.5,0.0010006381
p01-keysight-responder-r01,responder,276,5.52,0.00110771107
p01-keysight-responder-r01,responder,277,5.54,0.00102948736
p01-keysight-responder-r01,responder,278,5.56,0.000981841535
p01-keysight-responder-r01,responder,279,5.58,0.00111455272
p01-keysight-responder-r01,responder,280,5.6,0.00103197293
p01-keysight-responder-r01,responder,281,5.62,0.00101146997
p01-keysight-responder-r01,responder,282,5.64,0.00110867138
p01-keysight-responder-r01,responder,283,5.66,0.00103803656
p01-keysight-responder-r01,responder,284,5.68,0.00102366448
p01-keysight-responder-r01,responder,285,5.7,0.00112349104
p01-keysight-responder-r01,responder,286,5.72,0.00104810939
p01-keysight-responder-r01,responder,287,5.74,0.00104232054
p01-keysight-responder-r01,responder,288,5.76,0.0010962175
p01-keysight-responder-r01,responder,289,5.78,0.00106352929
p01-keysight-responder-r01,responder,290,5.8,0.000995160362
p01-keysight-responder-r01,responder,291,5.82,0.00109579527
p01-keysight-responder-r01,responder,292,5.84,0.00108235213
p01-keysight-responder-r01,responder,293,5.86,0.00102211098
p01-keysight-responder-r01,responder,294,5.88,0.00112642465
p01-keysight-responder-r01,responder,295,5.9,0.00105153178
p01-keysight-responder-r01,responder,296,5.92,0.000969397257
p01-keysight-responder-r01,responder,297,5.94,0.00114036466
p01-keysight-responder-r01,responder,298,5.96,0.00105637722
p01-keysight-responder-r01,responder,299,5.98,0.00104769064
