run_id,pair_id,board_id,event_path,role,trial_id,stage,duration_ms,source_file,source_line
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,17,local_step_2_encoder,1740.713000,results\COM10_2026_09_15.14.13.01.333.txt,241
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,17,local_step_2_head_forward_backward,12.618000,results\COM10_2026_09_15.14.13.01.333.txt,242
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,17,local_step_2_update,16.673000,results\COM10_2026_09_15.14.13.01.333.txt,243
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,17,end_to_end,3539.688000,results\COM10_2026_09_15.14.13.01.333.txt,244
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,18,local_step_1_encoder,1740.775000,results\COM10_2026_09_15.14.13.01.333.txt,246
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,18,local_step_1_head_forward_backward,12.177000,results\COM10_2026_09_15.14.13.01.333.txt,247
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,18,local_step_1_update,16.943000,results\COM10_2026_09_15.14.13.01.333.txt,248
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,18,local_step_2_encoder,1740.899000,results\COM10_2026_09_15.14.13.01.333.txt,249
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,18,local_step_2_head_forward_backward,12.175000,results\COM10_2026_09_15.14.13.01.333.txt,250
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,18,local_step_2_update,17.134000,results\COM10_2026_09_15.14.13.01.333.txt,251
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,18,end_to_end,3540.132000,results\COM10_2026_09_15.14.13.01.333.txt,252
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,19,local_step_1_encoder,1740.935000,results\COM10_2026_09_15.14.13.01.333.txt,254
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,19,local_step_1_head_forward_backward,12.349000,results\COM10_2026_09_15.14.13.01.333.txt,255
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,19,local_step_1_update,17.016000,results\COM10_2026_09_15.14.13.01.333.txt,256
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,19,local_step_2_encoder,1740.914000,results\COM10_2026_09_15.14.13.01.333.txt,257
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,19,local_step_2_head_forward_backward,12.427000,results\COM10_2026_09_15.14.13.01.333.txt,258
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,19,local_step_2_update,16.655000,results\COM10_2026_09_15.14.13.01.333.txt,259
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,19,end_to_end,3540.326000,results\COM10_2026_09_15.14.13.01.333.txt,260
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,20,local_step_1_encoder,1741.262000,results\COM10_2026_09_15.14.13.01.333.txt,262
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,20,local_step_1_head_forward_backward,12.364000,results\COM10_2026_09_15.14.13.01.333.txt,263
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,20,local_step_1_update,17.016000,results\COM10_2026_09_15.14.13.01.333.txt,264
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,20,local_step_2_encoder,1740.856000,results\COM10_2026_09_15.14.13.01.333.txt,265
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,20,local_step_2_head_forward_backward,12.360000,results\COM10_2026_09_15.14.13.01.333.txt,266
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,20,local_step_2_update,16.946000,results\COM10_2026_09_15.14.13.01.333.txt,267
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,20,end_to_end,3540.832000,results\COM10_2026_09_15.14.13.01.333.txt,268
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,21,local_step_1_encoder,1740.406000,results\COM10_2026_09_15.14.13.01.333.txt,270
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,21,local_step_1_head_forward_backward,12.380000,results\COM10_2026_09_15.14.13.01.333.txt,271
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,21,local_step_1_update,17.009000,results\COM10_2026_09_15.14.13.01.333.txt,272
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,21,local_step_2_encoder,1740.332000,results\COM10_2026_09_15.14.13.01.333.txt,273
p01-latency-r01,p01,f5ea5fa8fcfa5209,local,local,21,local_step_2_head_forward_backward,12.603000,results\COM10_2026_09_15.14.13.01.333.txt,274
