aperture_s,aperture_s_readback,artifact_sha256,board_id,calibration_date,calibration_id,capture_profile,capture_status,current_range_a,current_range_a_readback,current_terminal_a,current_terminal_a_readback,expected_trigger_count,firmware_image_sha256,firmware_revision,instrument_idn,maximum_safe_voltage_v,measured_board_role,memory_overflow,outcome_join,pair_id,peer_board_id,pretrigger_samples,pretrigger_samples_readback,questionable_condition,raw_csv,raw_csv_sha256,raw_reading_count,reading_count,run_id,sample_csv,sample_csv_sha256,sample_interval_s,sample_interval_s_readback,samples_per_trigger,samples_per_trigger_readback,source_current_limit_a,source_overvoltage_protection_v,supply_voltage_source,supply_voltage_v,trigger_count_readback,trigger_delay_s_readback,trigger_level_a,trigger_level_a_readback,trigger_signal,trigger_slope_readback,trigger_source,trigger_source_readback,visa_resource
0.019,+1.90000000E-02,6716da0b2cf47106d541f526f3ae258d46f820608290c7ceb563e121d41ee320,f5ea5fa8fcfa5209,2020-05-29,MY59028205-CALCOUNT76,keysight_34465a_continuous_stream_software_events,complete_timed_stream_and_software_event_audit_pass,0.01,+1.00000000E-02,3,+3,210,68df553482b6ae0cb09d00968c05493a634bc19596cc096ffe95dbabf73f937d,1164e3356e3d6c0e54f8ac46522ba65a1cf8fb15,"Keysight Technologies,34465A,MY59028205,A.03.02-03.15-03.02-00.52-05-02",4.2,initiator,0,preflight_only_not_exact_power_trial_outcomes,p01,0aaf76ede7a33ea9,20,+0,0,keysight_34465a_initiator_stream_raw.csv,765e37d6c82f8b44342b6bc5d72d014d5ecd7b8d22554a09fc54f766b019775a,56353,47250,p01-keysight-initiator-r03,keysight_34465a_initiator_samples.csv,b4e9661a56a3c1644e95fae2f73d0d1f8908d78c524bac532dc0bb3b69e86c16,0.02,+2.00000000E-02,225,+90000,0.1,4,current-limited bench supply verified at 3.700 V using MY59028205 before current wiring,3.7,+1.00000000E+00,+0.00000000E+00,0.0035,+0.00000000E+00,measured_dc_supply_current,NEG,immediate_timed_stream_software_threshold,IMM,USB0::0x2A8D::0x0101::MY59028205::INSTR
